,DistrictCode,SchoolCode,SchoolName,Longitude,Latitude,County,AllStudents,C_AllStudents,G_Female,GC_Female,G_Male,GC_Male,G_GenderX,GC_GenderX,R_Native,RC_Native,R_Asian,RC_Asian,R_Black,RC_Black,R_Hisp_Lat,RC_Hisp_Lat,R_HPI,RC_HPI,R_NA,RC_NA,R_TwoOrMore,RC_TwoOrMore,R_White,RC_White,L_ELL,LC_ELL,L_NoELL,LC_NoELL,I_LowIncome,IC_LowIncome,I_NoLowIncome,IC_NoLowIncome,D_Disability,DC_Disability,D_NoDisability,DC_NoDisability,A_9,AC_9,A_10,AC_10,A_11,AC_11,A_12,AC_12
471,9075,1900,Bridgeport Aurora High School,-119.67116000000001,48.0082,Douglas,37,0,20,0,17,0,0,0,0,0,0,0,0,0,26,0,0,0,6,0,0,0,5,0,18,0,19,0,37,0,0,0,2,0,35,0,1,0,4,0,13,0,19,0
472,31002,1907,Port Gardner,-122.211827,47.970584,Snohomish,25,0,8,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,0,1,0,24,0,5,0,20,0,0,0,25,0,3,0,3,0,6,0,13,0
473,27417,4582,Columbia Junior High School,-122.35493500000001,47.231137,Pierce,316,105,144,34,172,71,0,0,4,1,33,9,27,7,73,28,22,6,0,0,27,10,130,44,27,12,289,93,175,63,141,42,49,26,267,79,316,105,0,0,0,0,0,0
474,17402,1938,Student Link,-122.456872,47.423142,King,67,2,30,0,37,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,10,1,54,1,1,0,66,2,34,2,33,0,14,1,53,1,6,0,19,0,23,1,19,1
475,4129,1940,Chelan School of Innovation,-120.0144,47.841094,Chelan,30,0,16,0,14,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,1,0,17,0,2,0,28,0,20,0,10,0,1,0,29,0,3,0,3,0,10,0,14,0
476,3017,1941,Mid-Columbia Parent Partnership,-119.204007,46.197751000000004,Benton,85,0,45,0,40,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,7,0,62,0,1,0,84,0,34,0,51,0,10,0,75,0,27,0,24,0,20,0,14,0
477,17210,1950,Employment Transition Program,-122.360119,47.303043,King,56,0,21,0,35,0,0,0,2,0,5,0,8,0,9,0,2,0,0,0,7,0,23,0,8,0,48,0,34,0,22,0,56,0,0,0,0,0,0,0,0,0,56,0
478,17210,1951,Support School,-122.324611,47.304885,King,17,0,6,0,11,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,4,0,5,0,0,0,17,0,11,0,6,0,14,0,3,0,2,0,4,0,5,0,6,0
479,10309,1898,Republic Parent Partner,-118.726349,48.642139,Ferry,34,0,19,0,15,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,26,0,0,0,34,0,11,0,23,0,2,0,32,0,8,0,7,0,13,0,6,0
480,38302,1962,Garfield at Palouse High School,-117.072222,46.912452,Whitman,29,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,17,0,12,0,4,0,25,0,8,0,8,0,6,0,7,0
481,28149,1963,Griffin Bay School,-123.06832299999999,48.538181,San Juan,41,0,31,0,10,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,33,0,0,0,41,0,16,0,25,0,9,0,32,0,8,0,10,0,12,0,11,0
482,31015,1966,Edmonds Heights K-12,-122.368647,47.787171,Snohomish,224,7,115,1,108,6,1,0,2,0,19,1,8,0,28,2,0,0,0,0,12,0,155,4,5,0,219,7,79,3,145,4,27,2,197,5,55,1,47,2,56,2,66,2
483,39007,4020,Yakima Valley Technical Skills Center,-120.479448,46.590177000000004,Yakima,14,1,6,0,8,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,8,0,0,0,14,1,5,0,9,1,0,0,14,1,0,0,0,0,4,1,10,0
484,17405,3522,International School,-122.171067,47.604152,King,319,110,165,55,153,55,1,0,1,0,163,63,4,3,21,5,0,0,0,0,29,9,101,30,5,0,314,110,38,11,281,99,15,1,304,109,90,0,84,0,77,54,68,56
485,17401,3553,Raisbeck Aviation High School,-122.30026699999999,47.520739,King,410,73,126,15,278,57,6,1,3,0,102,20,44,11,58,12,2,1,0,0,38,9,163,20,15,1,395,72,143,30,267,43,18,2,392,71,107,24,106,29,97,12,100,8
486,6037,3556,Vancouver Home Connection,-122.720499,45.678996000000005,Clark,50,0,25,0,25,0,0,0,0,0,0,0,3,0,8,0,1,0,0,0,1,0,37,0,1,0,49,0,24,0,26,0,8,0,42,0,24,0,26,0,0,0,0,0
487,17401,1972,New Start,-122.34228200000001,47.496064000000004,King,196,0,97,0,96,0,3,0,5,0,18,0,22,0,101,0,12,0,0,0,12,0,26,0,52,0,144,0,143,0,53,0,41,0,155,0,9,0,21,0,51,0,115,0
488,24105,1980,Okanogan Alternative High School,-119.560672,48.426942,Okanogan,45,0,19,0,26,0,0,0,5,0,0,0,1,0,15,0,0,0,0,0,2,0,22,0,3,0,42,0,36,0,9,0,1,0,44,0,1,0,7,0,13,0,24,0
489,37504,1983,Lynden Academy,-122.482573,48.946793,Whatcom,156,0,90,0,66,0,0,0,3,0,0,0,1,0,18,0,0,0,0,0,4,0,130,0,0,0,156,0,14,0,142,0,17,0,139,0,43,0,48,0,22,0,43,0
490,17903,1986,Muckleshoot Tribal School,-122.11304399999999,47.251614000000004,King,165,0,74,0,90,0,1,0,145,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,165,0,137,0,28,0,6,0,159,0,45,0,42,0,39,0,39,0
491,19404,1987,Swiftwater Alternative High School,-120.98011699999999,47.205715999999995,Kittitas,34,0,19,0,13,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,30,0,0,0,34,0,24,0,10,0,2,0,32,0,5,0,7,0,6,0,16,0
492,29320,1992,Skagit Academy,-122.339118,48.406401,Skagit,84,3,38,1,46,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,75,3,0,0,84,3,23,1,61,2,11,0,73,3,21,2,21,0,24,0,18,1
493,32356,5003,School to Life,-117.201167,47.658336,Spokane,29,0,11,0,18,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,2,0,22,0,2,0,27,0,15,0,14,0,17,0,12,0,0,0,0,0,0,0,29,0
494,31401,5004,Saratoga School,-122.359528,48.242902,Snohomish,14,0,9,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,0,0,14,0,4,0,10,0,2,0,12,0,7,0,7,0,0,0,0,0
495,34033,5014,New Market High School,-122.91497700000001,46.982238,Thurston,62,0,28,0,34,0,0,0,4,0,0,0,2,0,12,0,1,0,0,0,5,0,38,0,0,0,62,0,44,0,18,0,10,0,52,0,0,0,3,0,20,0,39,0
496,37503,5021,Blaine Home Connections,-122.742181,48.993777,Whatcom,15,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,15,0,4,0,11,0,0,0,15,0,7,0,7,0,1,0,0,0
497,27320,4585,Bonney Lake High School,-122.16882700000001,47.15937,Pierce,1675,93,818,10,855,83,2,0,17,2,56,3,35,0,266,14,7,0,0,0,157,8,1137,66,63,5,1612,88,513,29,1162,64,217,11,1458,82,469,40,428,16,401,14,377,23
498,27400,5027, General William H. Harrison Preparatory School,-122.50667299999999,47.175083,Pierce,322,0,164,0,157,0,1,0,1,0,25,0,25,0,152,0,5,0,0,0,31,0,83,0,20,0,302,0,196,0,126,0,21,0,301,0,113,0,96,0,55,0,58,0
499,17401,5028,Big Picture School,-122.32757099999999,47.436934,King,136,0,53,0,76,0,7,0,2,0,3,0,17,0,43,0,0,0,0,0,18,0,53,0,16,0,120,0,84,0,52,0,34,0,102,0,37,0,36,0,35,0,28,0
500,27403,5033,Graham Kapowsin High School,-122.286772,47.057508,Pierce,2098,111,985,15,1108,96,5,0,21,0,80,5,165,10,386,18,71,2,25,1,294,14,1056,61,92,2,2006,109,919,48,1179,63,254,11,1844,100,581,28,561,37,495,12,461,34
501,17408,5037,Auburn Mountainview High School,-122.171873,47.341981,King,1733,97,889,25,844,72,0,0,6,0,259,18,197,12,411,18,50,2,0,0,140,3,670,44,317,17,1416,80,979,45,754,52,159,5,1574,92,437,9,446,13,445,31,405,44
502,32326,5042,Medical Lake Endeavors,-117.70397700000001,47.615007,Spokane,36,0,12,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,30,0,0,0,36,0,19,0,17,0,14,0,22,0,6,0,5,0,14,0,11,0
503,17001,5046,Private School Services,-122.336422,47.610902,King,56,0,21,0,33,0,2,0,1,0,2,0,9,0,4,0,0,0,0,0,6,0,34,0,3,0,53,0,11,0,45,0,53,0,3,0,14,0,13,0,10,0,19,0
504,17403,5070,Renton Academy,-122.19744299999999,47.456405,King,15,0,3,0,12,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,0,15,0,13,0,2,0,15,0,0,0,5,0,4,0,3,0,3,0
505,5402,5071,Insight School of Washington,-124.383849,47.946475,Clallam,2720,243,1522,61,1198,182,0,0,30,0,60,6,154,14,509,36,27,0,0,0,318,29,1622,158,154,12,2566,231,1655,147,1065,96,496,66,2224,177,499,55,595,66,891,69,735,53
506,34111,5078,Olympia Regional Learning Academy,-122.86786000000001,47.037114,Thurston,173,0,92,0,78,0,3,0,1,0,7,0,8,0,21,0,0,0,0,0,13,0,123,0,2,0,171,0,74,0,99,0,18,0,155,0,48,0,34,0,50,0,41,0
507,20405,5077,White Salmon Academy,-121.40586299999998,45.828588,Klickitat,29,0,18,0,11,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,17,0,3,0,26,0,20,0,9,0,3,0,26,0,1,0,5,0,6,0,17,0
508,18400,5085,Kingston High School,-122.52088700000002,47.799310999999996,Kitsap,672,3,322,0,347,3,3,0,56,1,17,0,7,0,111,0,9,1,0,0,67,0,405,1,19,0,653,3,264,2,408,1,78,1,594,2,174,0,172,0,157,2,169,1
509,19401,5097,K-12 Ellensburg Learning Center,-120.529758,46.994694,Kittitas,118,0,66,0,50,0,2,0,1,0,2,0,0,0,24,0,0,0,0,0,7,0,84,0,5,0,113,0,73,0,45,0,8,0,110,0,13,0,23,0,38,0,44,0
510,31004,5099,Cavelero Mid High School,-122.122227,47.973341999999995,Snohomish,820,260,409,95,411,165,0,0,6,1,46,16,14,8,132,43,3,1,0,0,102,33,517,158,37,10,783,250,262,71,558,189,137,44,683,216,820,260,0,0,0,0,0,0
511,6117,5104,Hayes Freedom High School,-122.40116599999999,45.592737,Clark,178,0,93,0,82,0,3,0,0,0,1,0,2,0,23,0,0,0,0,0,10,0,142,0,2,0,176,0,62,0,116,0,38,0,140,0,26,0,52,0,40,0,60,0
512,17937,5953,Lake Washington Technical Academy,-122.16688,47.70462,King,327,0,130,0,195,0,2,0,4,0,14,0,7,0,72,0,1,0,5,0,20,0,204,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,0,0,207,0,120,0
513,3017,5106,Phoenix High School,-119.19320900000001,46.178866,Benton,69,0,39,0,27,0,3,0,1,0,2,0,0,0,17,0,0,0,0,0,2,0,47,0,3,0,66,0,31,0,38,0,15,0,54,0,10,0,12,0,18,0,29,0
514,6114,5111,Union High School,-122.468255,45.624559000000005,Clark,2160,137,965,22,1182,114,13,1,7,2,240,31,70,3,398,16,43,4,0,0,205,10,1197,71,153,6,2007,131,775,43,1385,94,216,16,1944,121,554,55,524,33,531,26,551,23
515,31311,5114,Sky Valley Options,-121.814632,47.873894,Snohomish,35,0,15,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,30,0,1,0,34,0,12,0,23,0,8,0,27,0,3,0,5,0,13,0,14,0
516,26056,5118,Pend Oreille River School,-117.19681499999999,48.185849,Pend Oreille,75,0,35,0,40,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3,0,59,0,0,0,75,0,64,0,11,0,18,0,57,0,4,0,9,0,21,0,41,0
517,31201,5128,Glacier Peak High School,-122.133596,47.867449,Snohomish,1735,134,850,35,870,99,15,0,5,0,163,27,29,2,209,17,3,0,0,0,151,21,1175,67,43,5,1692,129,287,20,1448,114,164,10,1571,124,429,32,433,15,405,24,468,63
518,27003,5142,Glacier View Junior High,-122.25871200000002,47.088505,Pierce,326,37,150,5,176,32,0,0,6,0,20,7,28,3,64,8,8,0,0,0,44,3,156,16,14,3,312,34,111,15,215,22,44,4,282,33,324,37,2,0,0,0,0,0
519,6037,5149,Vancouver Virtual Learning Academy,-122.720499,45.678996000000005,Clark,956,0,494,0,462,0,0,0,8,0,18,0,54,0,303,0,54,0,0,0,75,0,444,0,126,0,830,0,464,0,492,0,146,0,810,0,149,0,185,0,274,0,348,0
520,24105,5151,Okanogan Outreach Alternative School,-119.58339,48.361259999999994,Okanogan,121,0,58,0,63,0,0,0,20,0,0,0,0,0,27,0,1,0,0,0,14,0,59,0,1,0,120,0,108,0,13,0,7,0,114,0,22,0,31,0,29,0,39,0
521,39007,5153,Yakima Online,-120.52758200000001,46.597069,Yakima,421,0,262,0,157,0,2,0,12,0,1,0,4,0,275,0,0,0,0,0,15,0,114,0,67,0,354,0,332,0,89,0,56,0,365,0,94,0,109,0,103,0,115,0
522,31103,5154,Shoreline-Monroe High School,-121.96870700000001,47.854622,Snohomish,292,0,113,0,166,0,13,0,3,0,11,0,27,0,58,0,0,0,0,0,26,0,167,0,0,0,292,0,65,0,227,0,1,0,291,0,0,0,0,0,29,0,263,0
523,17414,5958,Washington Network for Innovative Careers Skill Center,-122.12103400000001,47.678756,King,381,97,167,24,212,72,2,1,1,0,92,35,12,1,60,6,3,0,0,0,25,6,188,49,1,0,380,97,40,6,341,91,0,0,381,97,0,0,12,5,106,26,263,66
524,17210,5163,Career Academy at Truman High School,-122.29883500000001,47.319288,King,127,0,66,0,61,0,0,0,4,0,1,0,29,0,44,0,8,0,0,0,19,0,22,0,21,0,106,0,96,0,31,0,22,0,105,0,0,0,24,0,40,0,63,0
525,11001,5164,Chiawana Senior High School,-119.197065,46.257498999999996,Franklin,3382,118,1670,28,1709,90,3,0,38,1,54,2,37,0,2248,75,10,0,0,0,108,2,887,38,713,21,2669,97,2196,80,1186,38,450,13,2932,105,903,46,863,34,828,20,788,18
526,3400,5165,Three Rivers Home Link,-119.29442,46.293689,Benton,91,20,50,12,41,8,0,0,0,0,2,0,1,1,7,0,0,0,0,0,1,0,80,19,4,1,87,19,22,4,69,16,9,1,82,19,28,9,33,9,22,2,8,0
527,29320,5960,Northwest Career & Technical Academy/A WA Skills Center,-122.208184,48.435248,Skagit,372,29,125,6,245,23,2,0,14,1,7,1,10,0,77,5,1,0,0,0,1,0,262,22,0,0,372,29,113,6,259,23,1,0,371,29,1,1,15,1,162,12,194,15
528,27010,5169,Science and Math Institute,-122.512657,47.303062,Pierce,613,84,323,26,290,58,0,0,5,0,45,4,43,3,84,14,3,0,0,0,76,14,357,49,13,1,600,83,221,23,392,61,52,5,561,79,167,0,155,31,151,32,140,21
529,31332,5171,Crossroads High School,-121.963502,48.084714,Snohomish,205,0,105,0,100,0,0,0,3,0,1,0,0,0,32,0,0,0,0,0,10,0,159,0,6,0,199,0,122,0,83,0,47,0,158,0,19,0,49,0,90,0,47,0
530,27403,5961,Pierce County Skills Center,-122.35675800000001,47.108926000000004,Pierce,26,5,9,0,17,5,0,0,0,0,1,1,1,0,3,1,0,0,0,0,4,1,17,2,0,0,26,5,1,1,25,4,0,0,26,5,0,0,0,0,9,1,17,4
531,17401,5172,Puget Sound High School,-122.322929,47.441072999999996,King,67,0,36,0,31,0,0,0,1,0,2,0,9,0,39,0,0,0,0,0,4,0,12,0,26,0,41,0,44,0,23,0,11,0,56,0,0,0,19,0,9,0,39,0
532,29103,5176,Cap Sante High School,-122.622078,48.506033,Skagit,97,6,50,0,47,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,77,6,2,0,95,6,61,3,36,3,10,1,87,5,10,1,18,1,47,3,22,1
533,33212,5180,Columbia Virtual Academy - Kettle Falls,-118.05582,48.61074,Stevens,382,0,211,0,171,0,0,0,4,0,13,0,14,0,66,0,3,0,0,0,27,0,255,0,8,0,374,0,155,0,227,0,28,0,354,0,135,0,92,0,90,0,65,0
534,21237,5190,Cowlitz Prairie Academy,-122.79498000000001,46.456038,Lewis,56,0,22,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,48,0,0,0,56,0,36,0,20,0,9,0,47,0,1,0,14,0,15,0,26,0
535,14028,5191,Hoquiam Homelink School,-123.906833,46.984265,Grays Harbor,125,0,66,0,56,0,3,0,4,0,1,0,4,0,26,0,0,0,0,0,2,0,88,0,2,0,123,0,88,0,37,0,15,0,110,0,17,0,20,0,41,0,47,0
536,27010,5192,Special Services,-122.445821,47.256375,Pierce,20,0,4,0,16,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,4,0,7,0,1,0,19,0,2,0,18,0,19,0,1,0,4,0,7,0,4,0,5,0
537,8458,5194,Kelso Virtual Academy,-122.905869,46.147388,Cowlitz,231,3,128,2,99,1,4,0,1,0,1,0,4,0,37,1,0,0,0,0,22,0,166,2,7,0,224,3,144,3,87,0,30,0,201,3,49,1,69,1,69,1,44,0
538,24019,5197,Washington Virtual Academy Omak High School,-119.560672,48.426942,Okanogan,1641,198,851,83,785,115,5,0,12,1,66,6,94,10,206,30,9,1,0,0,138,17,1116,133,44,5,1597,193,865,109,776,89,236,26,1405,172,481,92,479,41,367,32,314,33
539,14005,5208,"Twin Harbors, A Branch of New Market Skills Center",-123.817854,46.979421,Grays Harbor,13,0,8,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,9,0,0,0,13,0,5,0,8,0,0,0,13,0,0,0,0,0,10,0,3,0
540,31025,5213,Marysville Pilchuck High School,-122.154131,48.097347,Snohomish,1254,11,579,5,673,6,2,0,73,0,63,0,43,0,391,3,25,1,0,0,130,1,529,6,199,3,1055,8,718,6,536,5,244,2,1010,9,330,4,318,2,327,2,279,3
541,33070,5223,Paideia High School,-117.72071000000001,48.168366999999996,Stevens,82,0,36,0,46,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,11,0,63,0,2,0,80,0,57,0,25,0,14,0,68,0,23,0,23,0,21,0,15,0
542,39007,5224,Yakima Satellite Alternative Programs,-120.52758200000001,46.597069,Yakima,72,0,42,0,30,0,0,0,1,0,1,0,0,0,37,0,0,0,0,0,1,0,32,0,4,0,68,0,34,0,38,0,17,0,55,0,7,0,14,0,19,0,32,0
543,26070,5226,Selkirk High School,-117.41408799999999,48.757871,Pend Oreille,70,0,28,0,42,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,58,0,0,0,70,0,32,0,38,0,12,0,58,0,22,0,16,0,16,0,16,0
544,17405,5240,Bellevue Big Picture School,-122.14114199999999,47.592085,King,153,0,59,0,89,0,5,0,0,0,34,0,8,0,10,0,1,0,0,0,21,0,79,0,9,0,144,0,26,0,127,0,43,0,110,0,55,0,57,0,18,0,23,0
545,17407,5244,Choice,-121.907977,47.652339000000005,King,18,0,5,0,11,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,13,0,2,0,16,0,3,0,15,0,8,0,10,0,10,0,8,0,0,0,0,0
546,32081,5250,On Track Academy,-117.369395,47.695845,Spokane,506,0,271,0,233,0,2,0,14,0,3,0,15,0,51,0,4,0,0,0,85,0,334,0,21,0,485,0,329,0,177,0,71,0,435,0,0,0,42,0,203,0,261,0
547,39202,5262,Northwest Allprep,-122.55642399999999,45.622865000000004,Clark,773,12,394,0,365,12,14,0,11,0,35,3,43,0,76,0,5,0,0,0,23,0,580,9,59,1,714,11,390,2,383,10,40,1,733,11,138,2,159,3,227,4,249,3
548,39007,5264,Ridgeview Group Home,-120.51546599999999,46.602191999999995,Yakima,10,0,10,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,1,0,9,0,9,0,1,0,3,0,7,0,0,0,3,0,3,0,4,0
549,17414,5265,Nikola Tesla STEM High School,-122.03775900000001,47.648680999999996,King,617,412,274,166,343,246,0,0,1,1,419,302,1,1,18,10,0,0,0,0,27,14,151,84,3,2,614,410,13,9,604,403,22,9,595,403,160,155,160,74,151,100,146,83
550,6037,5271,Vancouver iTech Preparatory,-122.720499,45.678996000000005,Clark,300,54,87,8,213,46,0,0,0,0,11,1,3,1,58,12,1,0,0,0,30,6,197,34,7,1,293,53,98,20,202,34,16,5,284,49,98,21,83,11,68,10,51,12
551,24111,5272,Brewster Alternative School,-119.78062,48.09598,Okanogan,32,0,18,0,14,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,1,0,3,0,15,0,17,0,28,0,4,0,6,0,26,0,0,0,0,0,10,0,22,0
552,13161,5273,Columbia Basin Technical Skills Center,-119.264753,47.104743,Grant,172,7,84,1,87,6,1,0,0,0,0,0,2,0,127,5,0,0,0,0,2,0,41,2,0,0,172,7,104,3,68,4,0,0,172,7,0,0,1,0,78,4,93,3
553,17415,5275,Individualized Graduation & Degree Program,-122.201732,47.370946,King,523,0,247,0,275,0,1,0,4,0,46,0,83,0,178,0,16,0,0,0,51,0,145,0,94,0,429,0,364,0,159,0,71,0,452,0,2,0,4,0,190,0,327,0
554,32356,5278,Spokane Valley Tech Skills Center,-117.260254,47.655776,Spokane,26,0,8,0,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,23,0,0,0,26,0,4,0,22,0,0,0,26,0,0,0,0,0,8,0,18,0
555,17405,5281,Central Educational Services,-122.20722099999999,47.615471,King,65,0,21,0,43,0,1,0,1,0,18,0,4,0,11,0,0,0,0,0,5,0,26,0,6,0,59,0,19,0,46,0,65,0,0,0,0,0,1,0,0,0,64,0
556,17403,5282,Talley High School,-122.236725,47.485369,King,659,24,341,9,318,15,0,0,6,2,85,2,138,7,213,6,16,1,0,0,67,2,134,4,95,7,564,17,465,20,194,4,155,4,504,20,115,0,130,2,161,10,253,12
557,39120,5289,Mabton Jr. Sr. High,-120.050377,46.165237,Yakima,271,35,134,11,136,24,1,0,1,0,0,0,0,0,261,34,0,0,0,0,0,0,9,1,105,9,166,26,248,32,23,3,35,2,236,33,69,14,74,4,62,6,66,11
558,6801,5290,Clark County Juvenile Detention School,-122.720499,45.678996000000005,Clark,52,0,8,0,44,0,0,0,0,0,0,0,5,0,7,0,2,0,0,0,3,0,35,0,0,0,52,0,0,0,52,0,0,0,52,0,7,0,19,0,15,0,11,0
559,17410,5296,Snoqualmie Parent Partnership Program,-121.81433700000001,47.51828,King,75,16,42,4,32,12,1,0,0,0,4,1,0,0,7,1,2,0,0,0,7,1,55,13,2,0,73,16,21,2,54,14,16,2,59,14,15,3,34,9,14,1,12,3
560,27400,5297,Transition Day Students,-122.51955600000001,47.158989,Pierce,14,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,14,0,7,0,7,0,14,0,0,0,2,0,6,0,2,0,4,0
561,27400,5298,Oakridge Group Home,-122.559374,47.181477,Pierce,10,0,0,0,10,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,4,0,0,0,10,0,3,0,7,0,1,0,9,0,0,0,0,0,1,0,9,0
562,32081,5301,The Community School,-117.42775,47.672035,Spokane,181,0,97,0,81,0,3,0,4,0,0,0,2,0,15,0,0,0,0,0,19,0,141,0,0,0,181,0,80,0,101,0,27,0,154,0,49,0,57,0,35,0,40,0
563,34979,5302,Washington Youth Academy,-122.68181399999999,47.553382,Kitsap,234,0,79,0,155,0,0,0,0,0,3,0,20,0,119,0,11,0,0,0,24,0,57,0,0,0,234,0,234,0,0,0,51,0,183,0,62,0,123,0,36,0,13,0
564,34801,5305,ESD 113 Consortium Reengagement Program,-122.917296,46.994566,Thurston,700,0,287,0,385,0,28,0,16,0,7,0,18,0,105,0,6,0,0,0,68,0,480,0,0,0,700,0,0,0,700,0,0,0,700,0,1,0,17,0,202,0,480,0
565,17937,5306,Open Doors at LWIT,-122.16688,47.70462,King,549,0,122,0,130,0,297,0,4,0,65,0,39,0,120,0,8,0,1,0,16,0,296,0,0,0,549,0,0,0,549,0,0,0,549,0,2,0,0,0,371,0,176,0
566,27010,5307,Tacoma Open Doors,-122.445821,47.256375,Pierce,565,0,302,0,263,0,0,0,7,0,24,0,109,0,114,0,22,0,0,0,71,0,218,0,27,0,538,0,224,0,341,0,69,0,496,0,0,0,5,0,98,0,462,0
567,6114,5310,Henrietta Lacks Health and Bioscience High School,-122.57936699999999,45.627331,Clark,565,0,354,0,197,0,14,0,1,0,33,0,16,0,152,0,5,0,0,0,54,0,304,0,36,0,529,0,274,0,291,0,33,0,532,0,154,0,160,0,143,0,108,0
568,8122,5312,Discovery High School,-122.956419,46.139144,Cowlitz,140,0,86,0,54,0,0,0,2,0,1,0,2,0,36,0,4,0,0,0,9,0,86,0,1,0,139,0,94,0,46,0,17,0,123,0,0,0,33,0,49,0,58,0
569,4246,5316,Open Doors Re-Engagement,-120.35188400000001,47.573816,Chelan,115,0,54,0,61,0,0,0,2,0,0,0,2,0,42,0,0,0,0,0,4,0,65,0,13,0,102,0,83,0,32,0,26,0,89,0,0,0,4,0,34,0,77,0
570,18902,5319,Chief Kitsap Academy,-122.579835,47.706183,Kitsap,51,0,22,0,29,0,0,0,23,0,0,0,0,0,4,0,1,0,1,0,17,0,5,0,0,0,51,0,32,0,19,0,12,0,39,0,13,0,9,0,14,0,15,0
571,27003,5321,Puyallup Open Doors/POD,-122.30206899999999,47.160109999999996,Pierce,157,0,73,0,84,0,0,0,3,0,4,0,11,0,36,0,2,0,0,0,16,0,85,0,12,0,145,0,91,0,66,0,14,0,143,0,0,0,7,0,32,0,118,0
572,13161,5323,MLSD Open Doors Re-Engagement Program,-119.273425,47.129456,Grant,283,0,129,0,154,0,0,0,3,0,0,0,7,0,161,0,0,0,0,0,9,0,103,0,32,0,251,0,238,0,45,0,47,0,236,0,0,0,0,0,41,0,242,0
573,17405,5325,Career Education Options Reengagement Program,-122.178731,47.610576,King,64,0,41,0,22,0,1,0,0,0,12,0,3,0,25,0,0,0,0,0,2,0,22,0,4,0,60,0,19,0,45,0,5,0,59,0,0,0,0,0,9,0,55,0
574,6101,5326,La Center Home School Academy,-122.615416,45.881459,Clark,53,0,34,0,19,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,44,0,2,0,51,0,16,0,37,0,5,0,48,0,12,0,8,0,18,0,15,0
575,32356,5328,CVSD Open Doors Programs,-117.14495900000001,47.666852,Spokane,217,0,92,0,124,0,1,0,6,0,3,0,6,0,12,0,1,0,0,0,14,0,175,0,3,0,214,0,46,0,171,0,4,0,213,0,4,0,23,0,51,0,139,0
576,31311,5329,Open Doors Youth Reengagement,-121.814632,47.873894,Snohomish,26,0,8,0,18,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,19,0,1,0,25,0,12,0,14,0,3,0,23,0,2,0,1,0,5,0,18,0
577,31002,5330,Everett Reengagement Academy,-122.199795,47.988661,Snohomish,253,0,121,0,128,0,4,0,1,0,11,0,14,0,73,0,5,0,0,0,24,0,125,0,31,0,222,0,195,0,58,0,31,0,222,0,0,0,3,0,62,0,188,0
578,27404,5332,ESD New Beginnings,-122.30141,46.904844,Pierce,56,0,23,0,31,0,2,0,2,0,0,0,0,0,12,0,0,0,0,0,4,0,38,0,0,0,56,0,37,0,19,0,1,0,55,0,0,0,7,0,20,0,29,0
579,17403,5335,Open Door Youth Reengagement,-122.19744299999999,47.456405,King,57,0,26,0,30,0,1,0,0,0,5,0,12,0,23,0,4,0,0,0,2,0,11,0,2,0,55,0,38,0,19,0,2,0,55,0,0,0,1,0,26,0,30,0
