,DistrictCode,SchoolCode,SchoolName,Longitude,Latitude,County,AllStudents,C_AllStudents,G_Female,GC_Female,G_Male,GC_Male,G_GenderX,GC_GenderX,R_Native,RC_Native,R_Asian,RC_Asian,R_Black,RC_Black,R_Hisp_Lat,RC_Hisp_Lat,R_HPI,RC_HPI,R_NA,RC_NA,R_TwoOrMore,RC_TwoOrMore,R_White,RC_White,L_ELL,LC_ELL,L_NoELL,LC_NoELL,I_LowIncome,IC_LowIncome,I_NoLowIncome,IC_NoLowIncome,D_Disability,DC_Disability,D_NoDisability,DC_NoDisability,A_9,AC_9,A_10,AC_10,A_11,AC_11,A_12,AC_12
580,13301,5336,Lake Roosevelt Alternative School,-118.97091499999999,47.971858000000005,Okanogan,54,0,26,0,27,0,1,0,25,0,0,0,0,0,4,0,0,0,0,0,6,0,19,0,11,0,43,0,44,0,10,0,6,0,48,0,3,0,10,0,11,0,30,0
581,36140,5337,SE AREA TECHNICAL SKILLS CENTER,-118.27936499999998,46.080696,Walla Walla,28,0,7,0,21,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,14,0,0,0,28,0,2,0,26,0,0,0,28,0,0,0,0,0,4,0,24,0
582,27416,5338,White River Reengagement Program,-122.079177,47.152347,Pierce,64,0,30,0,34,0,0,0,1,0,1,0,2,0,8,0,0,0,0,0,5,0,47,0,0,0,64,0,31,0,33,0,1,0,63,0,0,0,0,0,23,0,41,0
583,32907,5339,PRIDE Prep School,-117.398292,47.657435,Spokane,376,0,163,0,213,0,0,0,9,0,5,0,16,0,49,0,2,0,0,0,37,0,258,0,0,0,376,0,231,0,145,0,67,0,309,0,122,0,82,0,88,0,84,0
584,37501,5340,Bellingham Re-Engagement Program,-122.48701899999999,48.759265,Whatcom,145,0,53,0,90,0,2,0,1,0,3,0,5,0,32,0,2,0,0,0,10,0,92,0,1,0,144,0,82,0,63,0,13,0,132,0,0,0,2,0,37,0,106,0
585,6037,5342,Open Doors,-122.720499,45.678996000000005,Clark,493,0,251,0,242,0,0,0,5,0,5,0,26,0,176,0,19,0,0,0,42,0,220,0,84,0,409,0,329,0,164,0,86,0,407,0,0,0,2,0,136,0,355,0
586,15201,5343,iGrad Academy,-122.668458,48.301305,Island,25,0,15,0,10,0,0,0,0,0,4,0,2,0,5,0,0,0,0,0,2,0,12,0,2,0,23,0,16,0,9,0,5,0,20,0,0,0,0,0,3,0,22,0
587,32081,5344,Open Doors,-117.415605,47.659375,Spokane,109,0,54,0,54,0,1,0,3,0,2,0,4,0,17,0,0,0,1,0,15,0,67,0,5,0,104,0,59,0,50,0,12,0,97,0,0,0,2,0,43,0,64,0
588,17210,5348,Open Doors Youth Reengagement (1418),-122.29883500000001,47.319288,King,255,0,129,0,125,0,1,0,2,0,6,0,53,0,120,0,11,0,0,0,25,0,38,0,54,0,201,0,207,0,48,0,49,0,206,0,0,0,3,0,35,0,217,0
589,31332,5349,Granite Falls Open Doors,-121.963502,48.084714,Snohomish,55,0,26,0,29,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,2,0,45,0,0,0,55,0,42,0,13,0,6,0,49,0,0,0,0,0,7,0,48,0
590,39007,5355,Yakima Open Doors,-120.479448,46.590177000000004,Yakima,341,0,143,0,198,0,0,0,6,0,0,0,4,0,259,0,0,0,0,0,10,0,62,0,93,0,248,0,296,0,45,0,35,0,306,0,0,0,3,0,49,0,289,0
591,31015,5358,Edmonds Career Access Program,-122.325776,47.813572,Snohomish,305,0,163,0,138,0,4,0,4,0,19,0,25,0,102,0,5,0,0,0,29,0,121,0,26,0,279,0,157,0,148,0,10,0,295,0,0,0,0,0,46,0,259,0
592,21401,5359,Futurus High School,-122.981719,46.725264,Lewis,76,0,35,0,39,0,2,0,1,0,0,0,1,0,29,0,0,0,1,0,0,0,44,0,3,0,73,0,65,0,11,0,2,0,74,0,0,0,4,0,25,0,47,0
593,6119,5360,Open Doors Battle Ground,-122.531645,45.803592,Clark,35,0,10,0,24,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,3,0,27,0,2,0,33,0,20,0,15,0,3,0,32,0,0,0,0,0,6,0,29,0
594,36250,5362,College Place High School,-118.387588,46.030884,Walla Walla,512,78,255,22,256,56,1,0,3,1,9,1,5,2,227,34,0,0,0,0,18,1,250,39,75,12,437,66,288,48,224,30,72,8,440,70,124,30,127,21,134,17,127,10
595,1147,5367,Desert Oasis High School,-119.163036,46.818533,Adams,142,0,63,0,79,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,12,0,57,0,85,0,131,0,11,0,7,0,135,0,4,0,42,0,52,0,44,0
596,21302,5369,Lewis County Alternative School,-122.956826,46.648996999999994,Lewis,72,1,35,1,37,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,5,0,46,1,1,0,71,1,55,1,17,0,21,1,51,0,5,0,7,0,33,0,27,1
597,17401,5370,Highline Open Doors 1418,-122.34228200000001,47.496064000000004,King,372,0,169,0,200,0,3,0,9,0,40,0,66,0,178,0,10,0,0,0,18,0,51,0,134,0,238,0,150,0,222,0,54,0,318,0,5,0,11,0,65,0,291,0
598,27403,5372,Acceleration Academy,-122.43491100000001,47.109516,Pierce,471,0,209,0,261,0,1,0,11,0,13,0,48,0,78,0,31,0,22,0,67,0,201,0,24,0,447,0,260,0,211,0,90,0,381,0,0,0,1,0,115,0,355,0
599,37903,5373,Lummi Nation School,-122.654294,48.728571,Whatcom,146,0,68,0,78,0,0,0,127,0,0,0,0,0,6,0,0,0,0,0,10,0,3,0,0,0,146,0,133,0,13,0,53,0,93,0,29,0,38,0,36,0,43,0
600,17410,5374,SNOQUALMIE VALLEY SCHOOL DISTRICT OPEN DOORS,-121.82843799999999,47.528626,King,51,0,21,0,29,0,1,0,1,0,2,0,2,0,6,0,0,0,0,0,4,0,36,0,1,0,50,0,22,0,29,0,4,0,47,0,0,0,1,0,15,0,35,0
601,17902,5375,Summit Public School: Sierra,-122.331359,47.557678,King,343,0,163,0,171,0,9,0,1,0,10,0,116,0,49,0,2,0,0,0,49,0,116,0,56,0,287,0,113,0,230,0,72,0,271,0,76,0,87,0,85,0,95,0
602,27905,5376,Summit Public School: Olympus,-122.331359,47.557678,King,187,0,98,0,85,0,4,0,4,0,3,0,44,0,46,0,9,0,0,0,24,0,57,0,14,0,173,0,120,0,67,0,29,0,158,0,45,0,62,0,48,0,32,0
603,32901,5381,Spokane International Academy,-117.37050500000001,47.703984999999996,Spokane,17,0,9,0,8,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,0,10,0,0,0,17,0,9,0,8,0,3,0,14,0,17,0,0,0,0,0,0,0
604,18100,5395,Career & Academic Re-engagement Center,-122.662272,47.564393,Kitsap,82,0,42,0,40,0,0,0,1,0,2,0,3,0,8,0,0,0,0,0,15,0,53,0,2,0,80,0,55,0,27,0,13,0,69,0,0,0,0,0,17,0,65,0
605,32360,5396,Cheney Open Doors,-117.57691499999999,47.497986,Spokane,26,0,10,0,16,0,0,0,2,0,1,0,1,0,7,0,1,0,0,0,1,0,13,0,0,0,26,0,14,0,12,0,3,0,23,0,0,0,0,0,13,0,13,0
606,6801,5398,ESD 112 Open Doors Reengagement,-122.60596000000001,45.638608000000005,Clark,207,0,76,0,113,0,18,0,1,0,0,0,9,0,36,0,5,0,0,0,6,0,150,0,13,0,194,0,0,0,207,0,0,0,207,0,0,0,1,0,36,0,170,0
607,39200,5399,Step to College Open Doors High School,-119.9151,46.255286,Yakima,18,0,7,0,11,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,6,0,12,0,16,0,2,0,0,0,18,0,0,0,0,0,0,0,18,0
608,8122,5400,Discovery High School-Achieve,-122.956419,46.139144,Cowlitz,106,0,47,0,59,0,0,0,2,0,1,0,2,0,31,0,1,0,0,0,12,0,57,0,3,0,103,0,85,0,21,0,5,0,101,0,2,0,3,0,29,0,72,0
609,32354,5401,Mead Open Doors,-117.37573,47.773277,Spokane,30,0,10,0,20,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,24,0,0,0,30,0,8,0,22,0,4,0,26,0,0,0,4,0,8,0,18,0
610,31025,5402,Marysville NWESD 189 Youth Engagement,-122.174603,48.055068,Snohomish,190,0,81,0,108,0,1,0,17,0,9,0,2,0,55,0,2,0,0,0,14,0,91,0,9,0,181,0,136,0,54,0,20,0,170,0,0,0,0,0,52,0,138,0
611,11801,5403,Ugrad – ESD123 Re-Engagement Program,-119.142651,46.241215999999994,Franklin,331,0,134,0,197,0,0,0,0,0,3,0,14,0,167,0,0,0,0,0,1,0,146,0,0,0,331,0,0,0,331,0,0,0,331,0,0,0,7,0,49,0,275,0
612,17001,5405,Interagency Open Doors,-122.287116,47.558178999999996,King,224,0,104,0,106,0,14,0,3,0,19,0,43,0,43,0,2,0,0,0,34,0,80,0,17,0,207,0,120,0,104,0,54,0,170,0,0,0,4,0,32,0,188,0
613,17001,5406,Bridges Transition,-122.29591299999998,47.538090999999994,King,149,0,42,0,107,0,0,0,0,0,40,0,19,0,20,0,0,0,0,0,13,0,57,0,39,0,110,0,86,0,63,0,149,0,0,0,0,0,0,0,0,0,149,0
614,27400,5411,CPSD Open Doors Program,-122.51912,47.15761,Pierce,351,1,161,0,184,1,6,0,7,0,9,0,45,0,140,1,26,0,0,0,40,0,84,0,26,0,325,1,285,1,66,0,41,0,310,1,0,0,2,0,153,0,196,1
615,15204,5412,Open Den,-122.68596799999999,48.207557,Island,75,0,34,0,41,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,4,0,63,0,0,0,75,0,48,0,27,0,14,0,61,0,0,0,0,0,12,0,63,0
616,2250,5413,Educational Opportunity Center Reengagement,-117.057521,46.411019,Asotin,10,0,6,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,10,0,7,0,3,0,0,0,10,0,0,0,0,0,1,0,9,0
617,21206,5415,Mossyrock Academy,-122.46829299999999,46.50281,Lewis,19,0,9,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,16,0,0,0,19,0,16,0,3,0,3,0,16,0,0,0,1,0,6,0,12,0
618,14068,5416,East Grays Harbor Open Doors,-123.408515,47.002564,Grays Harbor,48,0,19,0,29,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,1,0,34,0,2,0,46,0,40,0,8,0,7,0,41,0,0,0,1,0,15,0,32,0
619,5903,5430,Quileute Tribal School,-124.62608,47.905203,Clallam,50,0,22,0,28,0,0,0,27,0,0,0,3,0,11,0,0,0,0,0,3,0,6,0,0,0,50,0,49,0,1,0,14,0,36,0,14,0,11,0,14,0,11,0
620,32361,5432,EV Online,-117.19538700000001,47.692138,Spokane,94,1,53,0,41,1,0,0,2,0,0,0,1,0,7,0,2,0,0,0,5,0,77,1,1,0,93,1,52,0,42,1,5,0,89,1,13,0,14,0,24,0,43,1
621,32361,5433,EV Parent Partnership,-117.23848899999999,47.684762,Spokane,93,2,46,0,47,2,0,0,1,0,1,0,2,0,10,1,0,0,0,0,1,0,78,1,1,0,92,2,51,2,42,0,7,0,86,2,26,0,21,0,19,0,27,2
622,32801,5434,NEWESD 101 Open Doors,-117.39653700000001,47.654969,Spokane,320,0,131,0,188,0,1,0,12,0,4,0,25,0,40,0,5,0,0,0,23,0,211,0,0,0,320,0,21,0,299,0,0,0,320,0,0,0,0,0,91,0,229,0
623,6114,5435,Open Doors Evergreen,-122.52938300000001,45.638739,Clark,208,4,101,3,104,1,3,0,2,0,3,0,7,0,51,0,6,1,0,0,16,1,123,2,12,0,196,4,132,3,76,1,24,0,184,4,1,0,2,0,48,1,157,3
624,17411,5437,Gibson Ek High School,-122.03419199999999,47.526643,King,185,0,91,0,94,0,0,0,0,0,14,0,5,0,20,0,0,0,0,0,18,0,128,0,5,0,180,0,30,0,155,0,40,0,145,0,67,0,42,0,36,0,40,0
625,17415,5440,The Outreach Program,-122.19258899999998,47.368055,King,78,0,22,0,56,0,0,0,3,0,14,0,13,0,14,0,2,0,0,0,4,0,28,0,11,0,67,0,52,0,26,0,78,0,0,0,0,0,0,0,45,0,33,0
626,39120,5443,Mabton Step Up To College,-119.99530700000001,46.213419,Yakima,10,0,4,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,9,0,9,0,1,0,0,0,10,0,0,0,0,0,9,0,1,0
627,23311,5444,Mary M. Knight School,-123.432433,47.19934,Mason,48,9,25,5,22,4,1,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,41,9,0,0,48,9,32,6,16,3,9,1,39,8,8,3,14,2,12,4,14,0
628,33207,5446,Mary Walker Alternative Learning Experience,-117.82896399999998,48.002188000000004,Stevens,51,0,26,0,25,0,0,0,2,0,1,0,1,0,8,0,0,0,0,0,1,0,38,0,2,0,49,0,36,0,15,0,7,0,44,0,7,0,11,0,19,0,14,0
629,37505,5448,Meridian Impact Re-Engagement,-122.492253,48.855374,Whatcom,17,0,6,0,11,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,1,0,8,0,1,0,16,0,9,0,8,0,1,0,16,0,0,0,1,0,3,0,13,0
630,29320,5449,Mount Vernon Open Doors,-122.339118,48.406401,Skagit,51,0,22,0,29,0,0,0,2,0,0,0,0,0,34,0,0,0,0,0,0,0,15,0,2,0,49,0,38,0,13,0,3,0,48,0,0,0,0,0,11,0,40,0
631,27010,5458,Industrial Design Engineering and Arts,-122.441478,47.196104999999996,Pierce,411,43,60,5,341,36,10,2,1,0,17,0,30,1,72,7,2,1,0,0,60,6,229,28,14,3,397,40,185,19,226,24,78,6,333,37,116,0,103,0,122,10,70,33
632,36140,5460,Walla Walla Open Doors,-118.30758999999999,46.075233000000004,Walla Walla,175,0,78,0,97,0,0,0,3,0,0,0,3,0,78,0,0,0,0,0,13,0,78,0,19,0,156,0,150,0,25,0,29,0,146,0,0,0,0,0,72,0,103,0
633,33049,5461,Wellpinit Open Doors High School,-117.933742,47.881367,Stevens,79,2,21,0,58,2,0,0,19,0,0,0,2,0,19,0,1,0,0,0,4,0,34,2,9,0,70,2,40,2,39,0,13,1,66,1,0,0,0,0,26,1,53,1
634,37502,5464,FERNDALE RE-ENGAGEMENT,-122.60058799999999,48.860034000000006,Whatcom,71,0,29,0,40,0,2,0,3,0,1,0,2,0,19,0,0,0,0,0,8,0,38,0,1,0,70,0,47,0,24,0,6,0,65,0,0,0,2,0,37,0,32,0
635,37503,5465,Blaine Re-Engagement,-122.72636399999999,48.937678000000005,Whatcom,28,0,13,0,15,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,23,0,0,0,28,0,19,0,9,0,2,0,26,0,0,0,3,0,6,0,19,0
636,17910,5468,Rainier Valley Leadership Academy,-122.27648300000001,47.547665,King,71,3,30,1,41,2,0,0,0,0,0,0,54,2,7,1,1,0,0,0,6,0,3,0,16,0,55,3,57,3,14,0,15,1,56,2,19,1,26,1,12,1,14,0
637,17905,5469,Summit Public School: Atlas,-122.377974,47.517084999999994,King,255,0,100,0,150,0,5,0,3,0,8,0,67,0,54,0,0,0,0,0,27,0,96,0,42,0,213,0,104,0,151,0,62,0,193,0,93,0,75,0,50,0,37,0
638,18401,5472,Barker Creek Community School,-122.712678,47.690048,Kitsap,540,98,249,38,284,59,7,1,3,0,11,0,20,3,77,14,0,0,34,3,88,13,307,65,8,1,532,97,211,38,329,60,48,9,492,89,72,13,105,23,170,29,193,33
639,17210,5473,Technology Access Foundation Academy at Saghalie,-122.354996,47.297574,King,147,12,51,1,95,11,1,0,1,0,27,0,19,1,44,5,5,0,0,0,18,3,33,3,18,1,129,11,77,5,70,7,28,7,119,5,40,3,30,4,46,2,31,3
640,31025,5478,Marysville Getchell High School,-122.120274,48.074871,Snohomish,1507,59,730,16,767,42,10,1,35,0,172,5,42,1,358,17,9,1,0,0,163,4,728,31,114,5,1393,54,643,23,864,36,187,8,1320,51,418,41,382,6,399,9,308,3
641,30031,5480,Pacific Crest Innovation Academy,-121.648951,45.757327000000004,Skamania,23,1,7,0,15,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,20,1,0,0,23,1,6,0,17,1,0,0,23,1,15,0,0,0,5,1,3,0
642,17417,5481,North Creek High School,-122.183805,47.823806,Snohomish,1753,341,828,108,912,230,13,3,4,0,678,210,44,2,192,22,3,1,0,0,140,18,692,88,97,18,1656,323,252,28,1501,313,170,19,1583,322,463,106,495,106,413,80,382,49
643,31016,5495,Arlington Open Doors,-122.17003400000002,48.153062,Snohomish,88,0,49,0,39,0,0,0,1,0,0,0,0,0,16,0,1,0,0,0,4,0,66,0,8,0,80,0,58,0,30,0,10,0,78,0,0,0,3,0,8,0,77,0
644,13165,5497,Sage Hills Open Doors Youth Re-Engagement Program,-119.55059299999999,47.325325,Grant,44,0,9,0,35,0,0,0,1,0,0,0,3,0,23,0,0,0,0,0,6,0,11,0,3,0,41,0,36,0,8,0,13,0,31,0,0,0,6,0,8,0,30,0
645,31006,5498,Mukilteo Reengagement Academy Open Doors,-122.24473400000001,47.912929999999996,Snohomish,127,0,45,0,81,0,1,0,0,0,4,0,5,0,59,0,3,0,0,0,15,0,41,0,25,0,102,0,95,0,32,0,21,0,106,0,0,0,1,0,33,0,93,0
646,29801,5501,Open Doors - Youth Reengagement Program,-122.60877099999999,48.510602,Skagit,26,0,17,0,8,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,21,0,0,0,26,0,0,0,26,0,0,0,26,0,0,0,0,0,10,0,16,0
647,6119,5502,Daybreak Youth Services,-122.56043600000001,45.731557,Clark,80,0,0,0,80,0,0,0,7,0,2,0,4,0,19,0,1,0,0,0,7,0,40,0,0,0,80,0,40,0,40,0,0,0,80,0,15,0,17,0,28,0,20,0
648,39208,5506,WEST VALLEY VIRTUAL ACADEMY 9-12,-120.63889099999999,46.57369,Yakima,249,7,125,2,123,5,1,0,6,0,13,0,4,0,70,0,1,0,0,0,8,0,147,7,7,0,242,7,112,2,137,5,2,0,247,7,43,1,57,1,69,0,80,5
649,14005,5514,Grays Harbor Academy,-123.816542,46.978406,Grays Harbor,79,2,45,0,34,2,0,0,1,0,2,0,1,0,18,0,0,0,0,0,5,1,52,1,3,0,76,2,49,1,30,1,16,0,63,2,20,1,28,1,11,0,20,0
650,17408,5522,Auburn Opportunity Project,-122.23476200000002,47.308184999999995,King,151,0,82,0,69,0,0,0,1,0,13,0,17,0,54,0,5,0,0,0,11,0,50,0,3,0,148,0,95,0,56,0,6,0,145,0,0,0,2,0,24,0,125,0
651,33036,5523,Chewelah Open Doors Reengagement Program,-117.739245,48.293181,Stevens,37,0,16,0,20,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,31,0,0,0,37,0,30,0,7,0,7,0,30,0,0,0,2,0,22,0,13,0
652,29100,5525,Open Doors,-122.335273,48.480872999999995,Skagit,19,0,11,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,1,0,6,0,13,0,14,0,5,0,2,0,17,0,0,0,0,0,12,0,7,0
653,27001,5527,Steilacoom PRIDE Academy,-122.57575200000001,47.179288,Pierce,33,0,9,0,24,0,0,0,1,0,1,0,4,0,14,0,0,0,0,0,1,0,12,0,2,0,31,0,14,0,19,0,6,0,27,0,0,0,0,0,7,0,26,0
654,5402,5529,Insight School of WA Open Doors Program,-122.47141,47.228747999999996,Pierce,16,0,5,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13,0,0,0,16,0,10,0,6,0,7,0,9,0,0,0,1,0,4,0,11,0
655,6117,5532,Camas School District Open Doors,-122.40116599999999,45.592737,Clark,15,0,8,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,12,0,0,0,15,0,4,0,11,0,2,0,13,0,0,0,0,0,1,0,14,0
656,6117,5533,Discovery High School,-122.46228799999999,45.594721,Clark,217,0,89,0,123,0,5,0,1,0,5,0,3,0,20,0,0,0,0,0,10,0,178,0,2,0,215,0,31,0,186,0,28,0,189,0,52,0,60,0,43,0,62,0
657,17406,5536,Tukwila Online Learning,-122.281568,47.474507,King,20,0,9,0,4,0,7,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,20,0,13,0,7,0,0,0,20,0,7,0,8,0,5,0,0,0
658,3116,5537,Prosser Opportunity Academy,-119.767241,46.203649,Benton,39,0,11,0,27,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,13,0,0,0,39,0,33,0,6,0,0,0,39,0,0,0,2,0,9,0,28,0
659,26059,5538,Home Pride,-117.29931100000002,48.336481,Pend Oreille,15,0,9,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,0,0,0,15,0,8,0,7,0,0,0,15,0,8,0,2,0,4,0,1,0
660,39208,5540,West Valley Open Doors,-120.63889099999999,46.57369,Yakima,36,0,12,0,24,0,0,0,1,0,0,0,1,0,22,0,0,0,0,0,0,0,12,0,6,0,30,0,30,0,6,0,2,0,34,0,1,0,2,0,15,0,18,0
661,32356,5542,Stem Academy at SVT,-117.260254,47.655776,Spokane,177,14,53,1,124,13,0,0,0,0,0,0,2,1,3,0,0,0,0,0,12,2,160,11,1,0,176,14,46,3,131,11,6,1,171,13,52,0,46,9,46,4,33,1
662,8402,5545,Kalama High School,-122.838264,46.008029,Cowlitz,372,95,168,35,204,60,0,0,8,3,4,2,2,0,40,8,3,0,11,7,10,1,294,74,9,3,363,92,141,36,231,59,55,18,317,77,103,87,89,3,95,4,85,1
663,18400,5546,Choice Academy,-122.51663400000001,47.795059,Kitsap,78,0,37,0,40,0,1,0,5,0,1,0,2,0,10,0,1,0,0,0,10,0,49,0,1,0,77,0,41,0,37,0,21,0,57,0,12,0,12,0,29,0,25,0
664,8458,5547,Kelso Goal Oriented Learning Design,-122.892241,46.143284,Cowlitz,68,0,24,0,44,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,4,0,50,0,1,0,67,0,52,0,16,0,5,0,63,0,0,0,0,0,27,0,41,0
665,23309,5548,Shelton Open Doors,-123.159683,47.263255,Mason,28,0,12,0,16,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,27,0,1,0,12,0,16,0,0,0,28,0,1,0,1,0,10,0,16,0
666,27901,5549,Chief Leschi Schools,-122.35401200000001,47.210346,Pierce,208,0,93,0,115,0,0,0,156,0,0,0,1,0,32,0,0,0,0,0,19,0,0,0,0,0,208,0,109,0,99,0,32,0,176,0,59,0,53,0,47,0,49,0
667,37506,5554,Nooksack Reengagement,-122.32618300000001,48.926702,Whatcom,15,0,6,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,8,0,0,0,15,0,6,0,9,0,2,0,13,0,0,0,0,0,4,0,11,0
668,28149,5559,Griffin Bay School Open Doors,-123.06832299999999,48.538181,San Juan,10,0,1,0,9,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,1,0,9,0,5,0,5,0,1,0,9,0,0,0,0,0,5,0,5,0
669,39119,5560,Selah Academy Auxiliary,-120.533828,46.653586,Yakima,113,0,45,0,67,0,1,0,1,0,2,0,4,0,31,0,0,0,0,0,3,0,72,0,7,0,106,0,69,0,44,0,8,0,105,0,21,0,24,0,32,0,36,0
670,39119,5561,Selah Academy BPL,-120.533828,46.653586,Yakima,22,0,5,0,16,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,16,0,1,0,21,0,12,0,10,0,5,0,17,0,4,0,3,0,7,0,8,0
671,18402,5562,Pacific Northwest Connections Academy,-122.90454199999999,46.983202,Thurston,822,0,459,0,363,0,0,0,8,0,22,0,42,0,109,0,5,0,0,0,90,0,546,0,20,0,802,0,6,0,816,0,112,0,710,0,133,0,256,0,207,0,226,0
672,17409,5563,Tahoma Open Doors,-122.028833,47.357665999999995,King,52,0,16,0,36,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,3,0,39,0,0,0,52,0,23,0,29,0,4,0,48,0,0,0,1,0,18,0,33,0
673,17001,5566,Lincoln High School,-122.339898,47.65992,King,1417,81,601,17,792,63,24,1,4,0,120,10,54,2,142,8,1,0,0,0,188,10,908,51,30,2,1387,79,178,6,1239,75,163,6,1254,75,438,5,398,31,387,32,194,13
674,36250,5575,College Place Open Doors Program,-118.387588,46.030884,Walla Walla,16,0,4,0,11,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,16,0,10,0,6,0,1,0,15,0,0,0,1,0,5,0,10,0
675,39801,5578,ESD 105 Open Doors,-120.510046,46.599738,Yakima,110,0,42,0,66,0,2,0,5,0,0,0,0,0,59,0,1,0,0,0,1,0,44,0,0,0,110,0,0,0,110,0,0,0,110,0,0,0,1,0,32,0,77,0
676,37502,5579,Ferndale Virtual Academy,-122.592905,48.853041999999995,Whatcom,133,0,72,0,59,0,2,0,9,0,5,0,2,0,32,0,1,0,0,0,10,0,74,0,13,0,120,0,68,0,65,0,21,0,112,0,19,0,22,0,34,0,58,0
677,27417,5582,Fife Open Doors,-122.34773600000001,47.238822,Pierce,62,0,35,0,27,0,0,0,1,0,3,0,5,0,22,0,3,0,0,0,6,0,22,0,1,0,61,0,42,0,20,0,8,0,54,0,4,0,12,0,17,0,29,0
678,14400,5584,Oakville Homelink Alternative School,-123.283859,46.866084,Grays Harbor,33,0,20,0,13,0,0,0,10,0,2,0,0,0,7,0,0,0,0,0,1,0,13,0,3,0,30,0,22,0,11,0,6,0,27,0,8,0,10,0,6,0,9,0
679,24404,5586,Tonasket Choice High School,-119.43326200000001,48.699937,Okanogan,25,0,15,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,15,0,0,0,25,0,22,0,3,0,5,0,20,0,6,0,5,0,7,0,7,0
680,24404,5587,Tonasket Outreach School,-119.43326200000001,48.699937,Okanogan,50,0,30,0,20,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,35,0,1,0,49,0,41,0,9,0,6,0,44,0,11,0,14,0,14,0,11,0
681,29103,5588,Open Doors,-122.620731,48.504701000000004,Skagit,12,0,9,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,12,0,5,0,7,0,1,0,11,0,0,0,0,0,8,0,4,0
682,17941,5590,Ella Baker High School (Open Doors),-122.176373,47.489340999999996,King,207,0,101,0,100,0,6,0,2,0,12,0,46,0,82,0,8,0,0,0,15,0,42,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,1,0,34,0,172,0
683,17417,5606,Innovation Lab High School,-122.20311299999999,47.794228000000004,Snohomish,207,21,85,3,117,18,5,0,1,0,25,8,4,0,20,1,0,0,0,0,24,1,133,11,2,0,205,21,24,1,183,20,45,6,162,15,112,0,73,15,22,6,0,0
684,32903,5609,Lumen High School,-117.422905,47.658190000000005,Spokane,51,0,40,0,11,0,0,0,3,0,1,0,5,0,7,0,1,0,0,0,7,0,27,0,3,0,48,0,45,0,6,0,11,0,40,0,4,0,19,0,12,0,16,0
685,5121,5611,SEAVIEW ACADEMY,-123.45590200000001,48.119225,Clallam,201,13,104,5,96,8,1,0,5,0,3,0,4,0,21,1,1,0,0,0,21,3,146,9,1,0,200,13,100,4,101,9,28,1,173,12,54,5,40,5,51,0,56,3
686,5323,5613,Dungeness Virtual School,-123.10244099999998,48.083338,Clallam,76,1,43,1,31,0,2,0,0,0,0,0,2,0,10,0,1,0,0,0,4,0,59,1,1,0,75,1,37,0,39,1,9,0,67,1,16,1,18,0,29,0,13,0
687,8122,5614,Longview Virtual Academy,-122.95578400000001,46.142115000000004,Cowlitz,116,0,64,0,52,0,0,0,4,0,0,0,1,0,35,0,0,0,0,0,11,0,65,0,0,0,116,0,77,0,39,0,23,0,93,0,28,0,33,0,33,0,22,0
